These are the current TESTED and IMPLMENTED EVOLUTION METHODS. 		EVO_VAR //MAP LOCATIONS: 0-NOTHING, 1-LUMBRIDGE, 16-VARROCK, 3-FALADOR, 4-MEMBERS, 5-OCEAN, 6-WILDERNESS, 7-MORYTANIA, 33-CAVES, 9-ABYSS, 10-OFFWORLD, 11-DESERT, 15-KARAMJA,		@	
Bull	EVO_MALE_DEATH	32	SkeletalOx_Male_Form		//Multiple Methods.
Bull	EVO_ITEM	DEATH_RUNE	SkeletalOx_Male_Form		//Multiple Methods.
					
Minotaur_Normal_Form	EVO_LEVEL	42	Minotaur_Rune_Form		
Minotaur_Normal_Form	EVO_ITEM	DEATH_RUNE	Minotaur_Reanimated_Form		
					
Chick	EVO_FRIENDSHIP	220	Chicken_Lizard_Form		
Chick	EVO_OTHER_PARTY_MON	Gecko	Newtroost		
Chick	EVO_OTHER_PARTY_MON	Swordfish	Swordchick		
Chick	EVO_VAR	7	Chicken_Undead_Form		
Chick	EVO_ITEM	BAD_EGG	EvilChicken		
Chick	EVO_ITEM	BODY_RUNE	Chicken_Mystery_Form		
Chick	EVO_FEMALE_LEVEL	17	Chicken_Normal_Form		
Chick	EVO_VAR	16	Chicken_Varrock_Form		
Chick	EVO_VAR	15	Chicken_Karamja_Form		
Chick	EVO_VAR	4	Chicken_Bandosian_Form		
Chick	EVO_MALE_LEVEL	17	Rooster_Normal_Form		
Chick	EVO_VAR	16	Rooster_Varrock_Form		
Chick	EVO_VAR	15	Rooster_Karamja_Form		
Chick	EVO_VAR	4	Rooster_Bandosian_Form		
Chicken_Normal_Form	EVO_LEVEL	28	Dreadfowl		
Chicken_Varrock_Form	EVO_ITEM	WATER_RUNE	Underwater_Chicken		
Chicken_Karamja_Form	EVO_LEVEL	28	Chicken_Famine_Form		
Chicken_Bandosian_Form	EVO_LEVEL	28	Chicken_Pestilence_Form		
Rooster_Normal_Form	EVO_LEVEL	28	Oomlie		
Rooster_Normal_Form	EVO_ITEM	MIND_RUNE	Ernest		
Rooster_Varrock_Form	EVO_ITEM	DEATH_RUNE	Chicken_Death_Form		
Rooster_Karamja_Form	EVO_MOVE	HIGH JUMP KICK	Oomlie		//Learns at level 28
Rooster_Bandosian_Form	EVO_LEVEL	28	Chicken_War_Form		
					
Scorpling	EVO_FRIENDSHIP_DAY	200	Dreadnip		
Scorpling	EVO_ITEM	LIFE_RUNE	Scorpia		
Scorpling	EVO_LEVEL_DAY	26	Scorpion_Pit_Form		
Scorpling	EVO_LEVEL_NIGHT	26	Scorpion_Normal_Form		
Scorpling	EVO_ITEM	EARTH_RUNE	Scorpion_King_Form		
Scorpling	EVO_OTHER_PARTY_MON	SCORPION_CORRUPTED_FORM	Scorpion_Gauntlet_Corrupted_Form		//Multiple Methods.
Scorpling	EVO_OTHER_PARTY_MON	SCORPION_GAUNTLET_CRYSTALLINE_FORM	Scorpion_Gauntlet_Corrupted_Form		//Multiple Methods.
Scorpling	EVO_VAR	4	Scorpion_Khazard_Form		
Scorpion_Pit_Form	EVO_LEVEL	41	Scorpion_Poison_Form		
Scorpion_Pit_Form	EVO_ITEM	SPIRIT CHARM	Scorpion_Spirit_Form		
Scorpion_Pit_Form	EVO_ITEM	CHAOS_RUNE	Scorpion_Corrupted_Form		
Scorpion_Normal_Form	EVO_LEVEL	41	Scorpion_Grave_Form		
Scorpion_Normal_Form	EVO_ITEM	DEATH_RUNE	Scorpion_Reanimated_Form		
Scorpion_Normal_Form	EVO_ITEM	ASTRAL_RUNE	Scorpion_Gauntlet_Crystalline_Form		
					
Hatchling	EVO_HOLD_ITEM	GREEN SCALE	Dragonling_Green_Form		//All Dragons are commonly found with held item scales.
Hatchling	EVO_HOLD_ITEM	BLUE SCALE	Dragonling_Blue_Form		//All Dragons are commonly found with held item scales.
Hatchling	EVO_HOLD_ITEM	RED SCALE	Dragonling_Red_Form		//All Dragons are commonly found with held item scales.
Hatchling	EVO_HOLD_ITEM	BLACK SCALE	Dragonling_Black_Form		//All Dragons are commonly found with held item scales.
Dragonling_Green_Form	EVO_LEVEL	45	Dragon_Green_Form		
Dragon_Green_Form	EVO_LEVEL	65	Dragon_Brutal_Green_Form		
Dragon_Green_Form	EVO_ITEM	NATURE_RUNE	Dragon_ThreeHeaded_Form		
Dragon_Brutal_Green_Form	EVO_ITEM	RESEARCH_NOTES	Elvarg		//Item currently does not exist.
Dragonling_Blue_Form	EVO_LEVEL	45	Dragon_Blue_Form		
Dragon_Blue_Form	EVO_LEVEL	65	Dragon_Brutal_Blue_Form		
Dragon_Blue_Form	EVO_TYPE_IN_PARTY	FAIRY	Klik		
Dragon_Blue_Form	EVO_ITEM	RESEARCH_NOTES	Vorkath		
Dragonling_Red_Form	EVO_LEVEL	45	Dragon_Red_Form		
Dragon_Red_Form	EVO_LEVEL	65	Dragon_Brutal_Red_Form		
Dragonling_Black_Form	EVO_LEVEL	45	Dragon_Black_Form		
Dragon_Black_Form	EVO_LEVEL	65	Dragon_Brutal_Black_Form		
Dragon_Brutal_Black_Form	EVO_MALE	RESEARCH_NOTES	DRAGON_KING_BLACK_FORM		
Dragon_Brutal_Black_Form	EVO_FEMALE	RESEARCH_NOTES	DRAGON_QUEEN_BLACK_FORM		
					
Skeletal_Wyvern	EVO_LEVEL	65	Wyvern		
					
Crayfish	EVO_LEVEL	11	Shrimp		
Shrimp	EVO_LEVEL	19	Lobster_Normal_Form		
Lobster_Normal_Form	EVO_WEATHER	RAINY	Lobster_Golden_Form	consider making one lobster evolve through levelup without weather	//Unnatural Weather located in Random Routes.
Lobster_Normal_Form	EVO_WEATHER	SUNNY	Lobster_Giant_Form		//Unnatural Weather located in Random Routes.
Lobster_Normal_Form	EVO_WEATHER	HAILING	Lobster_Heim_Form		//Unnatural Weather located in Wilderness / Trollheim
Lobster_Normal_Form	EVO_WEATHER	UNNATURAL	Lobster_Obsidian_Form		//Unnatural Weather located in Wilderness.
Lobster_Normal_Form	EVO_WEATHER	RAINY	Lobstrocity	//Dungeoneering location	//Unnatural Weather located in Random Routes.
					
Anchovy	EVO_ITEM	FIRE_RUNE	Anchovy_Pizza_Form		
					
Imp	EVO_LEVEL_RANDOM	20	DEMON_LESSER_BLACK_FORM		
Imp	EVO_LEVEL_RANDOM	20	DEMON_LESSER_RS3_FORM		
Imp	EVO_LEVEL_RANDOM	20	DEMON_LESSER_OSRS_FORM		
Imp	EVO_LEVEL_RANDOM	20	DEMON_LESSER_TONGUE_FORM		
					
DEMON_LESSER_RS3_FORM	EVO_LEVEL	35	DEMON_GREATER_RS3_FORM		
					
DEMON_GREATER_RS3_FORM	EVO_LEVEL_DAY	50	DEMON_KALGERION_FORM		
DEMON_GREATER_RS3_FORM	EVO_LEVEL_NIGHT	50	DEMON_RIPPER_FORM		
DEMON_GREATER_RS3_FORM	EVO_ITEM	CHAOS_RUNE	DEMON_THUNDEREOUS_FORM		
					
DEMON_LESSER_OSRS_FORM	EVO_LEVEL	35	DEMON_GREATER_OSRS_FORM		
					
DEMON_GREATER_OSRS_FORM	EVO_LEVEL_DAY	50	DEMON_TORMENTED_FORM		
DEMON_GREATER_OSRS_FORM	EVO_LEVEL_NIGHT	50	DEMON_TSTANON_FORM		
DEMON_GREATER_OSRS_FORM	EVO_ITEM	LIFE_RUNE	DELRITH		
					
DEMON_LESSER_TONGUE_FORM	EVO_LEVEL	35	DEMON_GREATER_TONGUE_FORM		
					
DEMON_GREATER_TONGUE_FORM	EVO_LEVEL_DAY	50	DEMON_ZAKLN_FORM		
DEMON_GREATER_TONGUE_FORM	EVO_LEVEL_NIGHT	50	DEMON_PUMMELER_FORM		
DEMON_GREATER_TONGUE_FORM	EVO_ITEM	CHOCOLATE_CAKE	DEMON_CHOCOLATE_FORM		
					
DEMON_LESSER_BLACK_FORM	EVO_LEVEL	35	DEMON_GREATER_BLACK_FORM		
					
DEMON_GREATER_BLACK_FORM	EVO_LEVEL_DAY	50	DEMON_BALFRUG_FORM		
DEMON_GREATER_BLACK_FORM	EVO_LEVEL_NIGHT	50	DEMON_JUNGLE_FORM		
DEMON_GREATER_BLACK_FORM	EVO_ITEM	MIND_RUNE	DEMON_RIFTSPLITTER_FORM		
DEMON_GREATER_BLACK_FORM	EVO_ITEM	LIFE_RUNE	Skotizo		
					
SNOW_IMP	EVO_LEVEL	35	DEMON_ICE_OSRS_FORM		
					
DEMON_ICE_OSRS_FORM	EVO_LEVEL_DAY	50	DEMON_ICE_RS3_FORM		
DEMON_ICE_OSRS_FORM	EVO_LEVEL_NIGHT	50	DEMON_BLOODCHILLER_FORM		
DEMON_ICE_OSRS_FORM	EVO_ITEM	DEATH_RUNE	DEMON_REANIMATED_FORM		
					
Pyrefiend	EVO_LEVEL	34	Pyrelord		
Waterfiend	EVO_LEVEL	34	Waterlord		
Icefiend	EVO_LEVEL	34	Icelord		
					
Kitten	EVO_LEVEL	20	Cat_Normal_Form		
Cat_Normal_Form	EVO_SPECIFIC_MON	Rat_Hell_Form	Cat_Hell_Form		
Cat_Normal_Form	EVO_SPECIFIC_MON	Giant_Rat_Hell_Form	Cat_Hell_Form		
Cat_Normal_Form	EVO_ITEM	FIRE_RUNE	Cat_Hell_Form		
Cat_Normal_Form	EVO_MOVE	REST	Cat_Lazy_Form		
Cat_Normal_Form	EVO_ITEM	MIND_RUNE	Cat_Purple_Form		
Cat_Normal_Form	EVO_TYPE_IN_PARTY	PSYCHIC	Cat_Purple_Form		
Cat_Normal_Form	EVO_TYPE_IN_PARTY	FIGHTING	Cat_Wily_Form		
Cat_Normal_Form	EVO_ITEM	WATER_RUNE	Cat_Sunken_Form		
Cat_Normal_Form	EVO_ITEM	LOVELETTER	Cat_Post_Form		
Cat_Normal_Form	EVO_FRIENDSHIP	190	Cat_Overgrown_Form		
Cat_Normal_Form	EVO_ITEM	LIFE_RUNE	Bob		
Cat_Normal_Form	EVO_ITEM	CHAOS_RUNE	Evil_Bob		
Cat_Normal_Form	EVO_MOVE	BULK_UP	Cat_Wily_Form		
					
Duckling	EVO_FRIENDSHIP	220	Swan		
Duckling	EVO_LEVEL	21	Duck_Normal_Form		
Duck_Normal_Form	EVO_MOVE	GROWTH	Mega_Duck		
Duck_Normal_Form	EVO_VAR	33	Duck_Cart_Form	// 33 = Caves	
					
Rat_Normal_Form	EVO_LEVEL	17	Giant_Rat_Normal_Form		
Rat_Normal_Form	EVO_ITEM	FIRE_RUNE	Rat_Hell_Form		
Giant_Rat_Normal_Form	EVO_ITEM	AIR_RUNE	Giant_Rat_Blessed_Form		
Giant_Rat_Normal_Form	EVO_ITEM	WATER_RUNE	Brine_Rat		
Giant_Rat_Normal_Form	EVO_LEVEL	28	Albino_Rat		
Giant_Rat_Normal_Form	EVO_ITEM	NATURE_RUNE	Rat_Fungal_Form		
Giant_Rat_Normal_Form	EVO_SPECIFIC_MON	SPECIES_EVILTURNIP	Experiment_2_Form		
Giant_Rat_Normal_Form	EVO_ITEM	LIFE_RUNE	Scurrius_Magic_Form		
Rat_Crypt_Form	EVO_LEVEL	23	Giant_Rat_Crypt_Form		
Rat_Crypt_Form	EVO_ITEM	FIRE_RUNE	Rat_Hell_Form		
Giant_Rat_Crypt_Form	EVO_LEVEL_DAY	32	Giant_Rat_Dungeon_Form		
Giant_Rat_Crypt_Form	EVO_LEVEL_NIGHT	32	Zombie_Rat		
Giant_Rat_Crypt_Form	EVO_ITEM	ASTRAL_RUNE	Rat_Gauntlet_Crystalline_Form		
Giant_Rat_Crypt_Form	EVO_SPECIFIC_MON	SPECIES_EVILTURNIP	Experiment_2_Form		
Giant_Rat_Crypt_Form	EVO_ITEM	LIFE_RUNE	Scurrius_Ranged_Form		
Rat_King_Form	EVO_LEVEL	23	Giant_Rat_King_Form		
Rat_King_Form	EVO_ITEM	FIRE_RUNE	Rat_Hell_Form		
Giant_Rat_King_Form	EVO_LEVEL_DAY	32	Warped_Rat		
Giant_Rat_King_Form	EVO_LEVEL_NIGHT	32	Angry_Rat		
Giant_Rat_King_Form	EVO_ITEM	CHAOS_RUNE	Rat_Gauntlet_Corrupted_Form		
Giant_Rat_King_Form	EVO_SPECIFIC_MON	SPECIES_EVILTURNIP	Experiment_2_Form		
Giant_Rat_King_Form	EVO_ITEM	LIFE_RUNE	Scurrius_Melee_Form		
Rat_Hell_Form	EVO_LEVEL	32	Giant_Rat_Hell_Form		
Rat_Hell_Form	EVO_TYPE	GRASS	Shell_Rat		
					
Lamb	EVO_FEMALE_LEVEL	17	Sheep_White_Form		
Lamb	EVO_MALE_LEVEL	17	Ram_Fluffy_Form		
Sheep_White_Form	EVO_LEVEL_DAY	30	Sheep_Plague_Form		
Sheep_White_Form	EVO_LEVEL_NIGHT	30	Sheep_Black_Form		
Sheep_White_Form	EVO_ITEM	WATER_RUNE	Sheep_Pirate_Form		
Sheep_White_Form	EVO_OTHER_PARTY_MON	Wolf_Juvenile_Form	Experiment_3_Form		
Ram_Fluffy_Form	EVO_LEVEL_DAY	30	Ram_Shaggy_Form		
Ram_Fluffy_Form	EVO_LEVEL_NIGHT	30	Ram_Golden_Form		
Ram_Fluffy_Form	EVO_ITEM	WATER_RUNE	Sheep_Pirate_Form		
Ram_Fluffy_Form	EVO_OTHER_PARTY_MON	Wolf_Juvenile_Form	Experiment_3_Form		
					
Goat_Billy_Form	EVO_LEVEL	28	Goat_Desert_Form		
Goat_Billy_Form	EVO_ITEM	SPIRIT_CHARM	Goat_Clay_Form		
					
Goat_Desert_Form	EVO_LEVEL	37	Goat_Mountain_Form		
Goat_Desert_Form	EVO_ITEM	CHAOS_RUNE	Gorak		
Goat_Desert_Form	EVO_ITEM	COSMIC_RUNE	Antelope_Moonlight_Form		
Goat_Desert_Form	EVO_ITEM	ASTRAL_RUNE	Antelope_Sunlight_Form		
Goat_Clay_Form	EVO_LEVEL	25	Goat_SacredClay_Form		
					
Goat_SacredClay_Form	EVO_ITEM	EARTH_RUNE	Goat_PrimordialClay_Form		
					
Sardine	EVO_LEVEL	13	Herring		
Sardine	EVO_ITEM	WATER_RUNE	Pet_Fish		
Herring	EVO_LEVEL	25	Trout_Normal_Form		
Herring	EVO_ITEM	WATER_RUNE	Trout_Leaping_Form		
Herring	EVO_ITEM	NATURE_RUNE	Trout_Tropical_Form		
Herring	EVO_ITEM	AIR_RUNE	Gilbert		
Trout_Normal_Form	EVO_LEVEL	38	Swordfish		
					
Trout_Leaping_Form	EVO_LEVEL	38	Sturgeon		
					
Trout_Tropical_Form	EVO_LEVEL	38	Sailfish		
Sailfish	EVO_MEGA	JAS_FRAGMENT	Thallasus		
					
Bass	EVO_LEVEL	26	Salmon_Normal_Form		
Bass	EVO_ITEM	AIR_RUNE	Salmon_Leaping_Form		
Bass	EVO_OTHER_PARTY_MON	Tortoise_Normal_Form	Basstoise		
Salmon_Normal_Form	EVO_LEVEL_DAY	45	Shark_Normal_Form		
Salmon_Normal_Form	EVO_LEVEL_NIGHT	45	Fury_Shark		
Salmon_Leaping_Form	EVO_LEVEL_DAY	45	Shark_GreatWhite_Form		
Salmon_Leaping_Form	EVO_LEVEL_NIGHT	45	Shark_Tiger_Form		
					
Mackerel	EVO_LEVEL	26	Catfish		
Catfish	EVO_LEVEL	38	Shark_Baron_Form		
					
Tarpon	EVO_LEVEL	25	Seerfish		
Seerfish	EVO_TYPE_IN_PARTY	GRASS	Sillago		
Sillago	EVO_LEVEL	38	Wobbegong		
					
Karambwanj	EVO_LEVEL	32	Karambwan		
Karambwan	EVO_ITEM	MIND_RUNE	Karamthulu_Overlord		
					
Whitefish	EVO_LEVEL	25	Beltfish		
Beltfish	EVO_LEVEL	40	Manta_Ray		
					
Cod	EVO_LEVEL	25	Rainbow		
Rainbow	EVO_LEVEL	45	Shark_Golden_Form		
					
Desert_Sole	EVO_LEVEL	40	Goblinfish		
					
Cavefish	EVO_LEVEL	38	Rocktail		
					
Pike	EVO_WEATHER	RAINY	Monkfish_Normal_Form		
Monkfish_Normal_Form	EVO_LEVEL	40	AnglerFish		
					
Giant_Carp	EVO_WEATHER	RAINY	Monkfish_Fresh_Form		
Monkfish_Fresh_Form	EVO_LEVEL	40	Monkfish_Golden_Form		
					
Eel_Slimy_Form	EVO_ITEM	EARTH_RUNE	Eel_Cave_Form		
Eel_Slimy_Form	EVO_ITEM	FIRE_RUNE	Eel_Lava_Form		
Eel_Slimy_Form	EVO_LEVEL	26	Eel_Mottled_Form		
Eel_Slimy_Form	EVO_VAR	33	Vile_Fish	//33 - CAVES	
Eel_Cave_Form	EVO_LEVEL	37	Eel_Sacred_Form		
Eel_Lava_Form	EVO_LEVEL	37	Eel_Infernal_Form		
Eel_Slimy_Form	EVO_ITEM	WATER_RUNE	Eel_Short_Finned_Form		
Vile_Fish	EVO_LEVEL	37	Cave_Moray		
Eel_Short_Finned_Form	EVO_LEVEL	37	Eel_Dusk_Form		
Eel_Short_Finned_Form	EVO_LEVEL	37	Eel_Salve_Form		
					
Piglet	EVO_LEVEL_DAY	21	Pig		
Piglet	EVO_FRIENDSHIP	220	Pigzilla		
Piglet	EVO_LEVEL_NIGHT	32	Broav		
Pig	EVO_FRIENDSHIP	220	Pigzilla		
Pig	EVO_ITEM	DEATH_RUNE	Pig_War_Form		
Pig	EVO_ITEM	MIND_RUNE	Pig_Prayer_Form		
Pig	EVO_ITEM	BODY_RUNE	Pig_Pack_Form		
Pig	EVO_ITEM	AIR RUNE	Piggles		
Broav	EVO_ITEM	SPIRIT_CHARM	Pig_Summoning_Form		
Broav	EVO_ITEM	CHAOS_RUNE	Sourhog		
Broav	EVO_FRIENDSHIP	220	Herbiboar		
					
Puppy_Pup_Form	EVO_ITEM	FIRE_RUNE	Hellpuppy		
Puppy_Pup_Form	EVO_ITEM	DEATH_RUNE	Muncher		
Puppy_Pup_Form	EVO_DEATH	1	Muncher		
Puppy_Pup_Form	EVO_ITEM	WATER RUNE	Dalmatian		
Puppy_Pup_Form	EVO_ITEM	AIR RUNE	Labrador		
Puppy_Pup_Form	EVO_ITEM	EARTH RUNE	Terrier		
Puppy_Pup_Form	EVO_ITEM	CHAOS_RUNE	Terror_dog		
Puppy_Pup_Form	EVO_FRIENDSHIP	220	Corgi		
Puppy_Pup_Form	EVO_WEATHER	SUNNY	Pug		
Puppy_Pup_Form	EVO_WEATHER	HAIL	Shiba		
Puppy_Pup_Form	EVO_ITEM	NATURE_RUNE	Border_Collie		
Puppy_Pup_Form	EVO_ITEM	BODY_RUNE	Guard_Dog		
Puppy_Mutt_Form	EVO_ITEM	FIRE RUNE	Hellpuppy		
Puppy_Mutt_Form	EVO_ITEM	DEATH_RUNE	Muncher		
Puppy_Mutt_Form	EVO_DEATH	1	Muncher		
Puppy_Mutt_Form	EVO_ITEM	AIR RUNE	Greyhound		
Puppy_Mutt_Form	EVO_ITEM	EARTH RUNE	Bulldog		
Puppy_Mutt_Form	EVO_FRIENDSHIP	220	Sheepdog		
Puppy_Mutt_Form	EVO_ITEM	CHAOS_RUNE	Terror_dog		
Puppy_Mutt_Form	EVO_WEATHER	RAINY	Stray_Dog		
Puppy_Mutt_Form	EVO_ITEM	BLOOD_RUNE	Bloodhound		
Puppy_Mutt_Form	EVO_WEATHER	SUNNY	Beagle		
Puppy_Mutt_Form	EVO_WEATHER	HAIL	Huskie		
Puppy_Mutt_Form	EVO_ITEM	MIND_RUNE	Lycurgus		
Hellpuppy	EVO_LEVEL	45	Hellhound		
Hellpuppy	EVO_ITEM	DEATH_RUNE	Shadow_Hound		
Hellpuppy	EVO_DEATH	1	Shadow_Hound		
Hellhound	EVO_MEGA	JAS_FRAGMENT	Cerberus		
					
Pet_Rock	EVO_ITEM	AIR_RUNE	Rock_Polished_Form		
Pet_Rock	EVO_PARTY_TYPE	TYPE_BUG	Pillar		
Pet_Rock	EVO_ITEM	WATER_RUNE	Rock_Soup		
Pet_Rock	EVO_ITEM	MIND_RUNE	Slagilith		
Pet_Rock	EVO_ITEM	EARTH_RUNE	Rock_Strange_Form		
Pet_Rock	EVO_ITEM	FIRE_RUNE	Rock_Golden_Form		
Pet_Rock	EVO_ITEM	LAW_RUNE	Party_Rock		
					
Bird_Nest	EVO_RANDOM	1	Pigeon		
Bird_Nest	EVO_RANDOM	2	Pheasant		
Bird_Nest	EVO_RANDOM	3	Rocling		
Bird_Nest	EVO_RANDOM	4	Chompy		
Bird_Nest	EVO_RANDOM	5	Ravenling		
Bird_Nest	EVO_RANDOM	6	Vultling		
Bird_Nest	EVO_RANDOM	7	Seagull_Normal_Form		
Bird_Nest	EVO_RANDOM	8	Phoenixling_Rebirth_Form		
Bird_Nest	EVO_RANDOM	9	Phoenixling_Reborn_Form		
					
Ravenling	EVO_LEVEL_DAY	25	Raven_Normal_Form		
Ravenling	EVO_LEVEL_NIGHT	25	Raven_Nevermore_Form		
Ravenling	EVO_ITEM	DEATH_RUNE	Raven_Spooky_Form		
Ravenling	EVO_TYPEEVO_ITEM	ASTRAL_RUNE	Raven_Crystal_Form		
Ravenling	EVO_OTHER_PARTY_MON	Tz_Kih	Raventzhaar		
					
Pigeon	EVO_LEVEL	34	Rocling		
Pigeon	EVO_ITEM	NATURE_RUNE	Macaw		
					
Crow	EVO_LEVEL	18	Magpie		
					
Rocling	EVO_LEVEL	45	Roc		
					
Vultling	EVO_LEVEL_DAY	35	Vulture		
Vultling	EVO_ITEM	EARTH_RUNE	Vulture_RSHD_Form		
Vultling	EVO_LEVEL_NIGHT	35	Vulture_Pink_Form		
Vultling	EVO_ITEM	BODY_RUNE	Vulture_OSRS_Form		
Vultling	EVO_ITEM	AIR_RUNE	Vulture_RS3_Form		
					
Chompy	EVO_LEVEL_SPE_LT_SPDEF	26	Jubbly		
Chompy	EVO_LEVEL_SPE_GT_SPDEF	26	Terrorbird_Normal_Form		
Jubbly	EVO_OTHER_PARTY_MON	Lobster_Normal_Form	Jubster		
Terrorbird_Normal_Form	EVO_ITEM	SPIRIT CHARM	Terrorbird_Spirit_Form		
Terrorbird_Normal_Form	EVO_LEVEL	44	Terrorbird_Warped_Form		
					
Seagull_Normal_Form	EVO_ITEM	AIR_RUNE	Albatross		
Seagull_Normal_Form	EVO_ITEM	BODY_RUNE	Seagull_Steven_Form		
Seagull_Normal_Form	EVO_ITEM	SPIRIT_CHARM	Ibis		
Seagull_Normal_Form	EVO_LEVEL_ATK_LT_DEF	20	Seagull_Hattenkrapper_Form		
Seagull_Normal_Form	EVO_LEVEL_ATK_GT_DEF	20	Seagull_Koppenploppen_Form		
Seagull_Normal_Form	EVO_LEVEL_ATK_EQ_DEF	20	Pelican		
					
Snake_Normal_Form	EVO_LEVEL_DAY	26	Cobra_Normal_Form		
Snake_Normal_Form	EVO_ITEM	WATER_RUNE	Snake_Sea_Form		
Snake_Normal_Form	EVO_ITEM	TEAR_OF_GUTHIX	Juna		
Snake_Normal_Form	EVO_LEVEL_NIGHT	26	Snake_Poison_Form		
Snake_Normal_Form	EVO_OTHER_PARTY_MON	Yak_Pack_Form	Monty		
Snake_Normal_Form	EVO_ITEM	LIFE_RUNE	Zulrah_Serpentine_Form		
Cobra_Normal_Form	EVO_ITEM	SPIRIT_CHARM	Cobra_Spirit_Form		
Cobra_Normal_Form	EVO_LEVEL	36	Snake_Desert_Form		
Snake_Poison_Form	EVO_ITEM	SPIRIT_CHARM	Icxan		
Snake_Poison_Form	EVO_LEVEL	36	Snake_Swamp_Form		
Snake_Sea_Form	EVO_FRIENDSHIP	220	Big_Snake_Sea_Form		
Snake_Sea_Form	EVO_ITEM	SPIRIT_CHARM	Icxan		
Zulrah_Serpentine_Form	FORM_CHANGE	ITEM_FORM_CHANGE	Zulrah_Magma_Form		
Zulrah_Serpentine_Form	FORM_CHANGE	ITEM_FORM_CHANGE	Zulrah_Tanzanite_Form		
Zulrah_Magma_Form	FORM_CHANGE	ITEM_FORM_CHANGE	Zulrah_Serpentine_Form		
Zulrah_Magma_Form	FORM_CHANGE	ITEM_FORM_CHANGE	Zulrah_Tanzanite_Form		
Zulrah_Tanzanite_Form	FORM_CHANGE	ITEM_FORM_CHANGE	Zulrah_Serpentine_Form		
Zulrah_Tanzanite_Form	FORM_CHANGE	ITEM_FORM_CHANGE	Zulrah_Magma_Form		
					
Camel	EVO_LEVEL	30	Ughtanki		
Ughtanki	EVO_ITEM	MIND_RUNE	Camel_Warrior_Form		
Ughtanki	EVO_ITEM	LAW_RUNE	Camel_Bank_Form		
					
Kalphite_Larva_Form	EVO_LEVEL	15	Kalphite_Worker_Form		
Kalphite_Larva_Form	EVO_ITEM	EARTH_RUNE	Kalphite_Dung_Form		
Kalphite_Worker_Form	EVO_FEMALE_LEVEL	24	Kalphite_Soldier_Form		
Kalphite_Worker_Form	EVO_MALE_LEVEL	24	Kalphite_Paragon_Form		
Kalphite_Soldier_Form	EVO_ITEM	SPIRIT_CHARM	Kalphite_Spirit_Form		
Kalphite_Soldier_Form	EVO_LEVEL	41	Kalphite_Guardian_Form		
Kalphite_Paragon_Form	EVO_ITEM	SOUL_RUNE	Kalphite_Corrupted_Form		
Kalphite_Paragon_Form	EVO_LEVEL	41	Kalphite_Marauder_Form		
Kalphite_Dung_Form	EVO_ITEM	DEATH_RUNE	Kalphite_Reanimated_Form		
Kalphite_Marauder_Form	EVO_ITEM	LIFE_RUNE	Kalphite_King_Form		
Kalphite_Guardian_Form	EVO_ITEM	LIFE_RUNE	Kalphite_Queen_Form		
Kalphite_Queen_Form	EVO_MEGA	JAS_FRAGMENT	Kalphite_Queen_Mega_Form		
					
ABYSSALING	EVO_MOVE	TELEPORT	ABYSSAL_MINION_FORM		
ABYSSAL_MINION_FORM	EVO_LEVEL	36	ABYSSAL_DEMON_FORM		
ABYSSAL_MINION_FORM	EVO_ITEM	DEATH_RUNE	SPECIES_ABYSSAL_DEMON_REANIMATED_FORM		
					
